846   1024   1044.14   
847   1024   1046.99   
848   1056   1050.13   
849   1056   1054.86   
850   1056   1059.17   
851   1055   1063.74   
852   1056   1067.25   
853   1087   1070.8   
854   1087   1074.95   
855   1056   1079.43   
856   1086   1083.27   
857   1089   1087.62   
858   1086   1091.62   
859   1086   1095.86   
860   1089   1099.98   
861   1089   1104.69   
862   1088   1108.66   
863   1088   1111.19   
864   1119   1114.91   
865   1120   1119.53   
866   1120   1123.51   
867   1120   1128.09   
868   1120   1131.81   
869   1120   1135.07   
870   1120   1139.27   
871   1120   1143.49   
872   1151   1148.05   
873   1150   1151.89   
874   1150   1155.46   
875   1153   1159.83   
876   1153   1164.19   
877   1153   1168.55   
878   1153   1172.41   
879   1152   1175.31   
880   1183   1178.36   
881   1184   1183.56   
882   1183   1187.4   
883   1183   1191.4   
884   1215   1195.25   
885   1215   1199   
886   1184   1202.92   
887   1215   1206.89   
888   1215   1211.56   
889   1217   1214.98   
890   1216   1218.81   
891   1217   1223.06   
892   1217   1226.99   
893   1217   1231.84   
894   1217   1236.06   
895   1217   1238.69   
896   1248   1241.46   
897   1248   1246.48   
898   1248   1250.82   
899   1248   1254.84   
900   1279   1258.42   
901   1279   1262.19   
902   1279   1265.9   
903   1278   1269.76   
904   1278   1274.37   
905   1278   1278.87   
906   1281   1282.42   
907   1278   1286.51   
908   1281   1291.07   
909   1281   1295.27   
910   1311   1299.91   
911   1280   1303.46   
912   1280   1306.41   
913   1311   1310.11   
914   1312   1314.47   
915   1281   1254.71   
916   1310   1322.93   
917   1342   1325.54   
918   1342   1329.42   
919   1313   1334.25   
920   1345   1338.73   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
-1   -1   -1   
