610   -1   -1   
611   -1   -1   
612   14   8.24573   
613   1   15.1206   
614   12   20.5564   
615   31   23.6438   
616   28   27.9178   
617   30   33.6485   
618   18   38.4271   
619   45   42.7301   
620   33   46.892   
621   38   52.2178   
622   56   57.3325   
623   54   62.1093   
624   63   67.0944   
625   62   71.5278   
626   64   76.8928   
627   94   82.1258   
628   95   86.2845   
629   95   89.3169   
630   95   94.3037   
631   94   99.5735   
632   97   104.793   
633   97   108.546   
634   97   112.97   
635   126   117.757   
636   126   123.04   
637   126   127.526   
638   128   132.171   
639   128   137.915   
640   128   142.89   
641   128   147.837   
642   128   151.586   
643   159   155.287   
644   159   160.683   
645   161   165.681   
646   161   170.246   
647   161   174.13   
648   190   178.85   
649   190   184.277   
650   190   188.967   
651   193   193.22   
652   191   198.001   
653   193   202.715   
654   192   208.102   
655   192   212.619   
656   223   216.497   
657   223   220.649   
658   222   225.529   
659   224   230.789   
660   225   234.878   
661   225   238.919   
662   254   243.641   
663   254   248.978   
664   254   253.716   
665   255   258.305   
666   257   262.877   
667   287   267.973   
668   256   272.96   
669   256   277.501   
670   287   281.124   
671   286   285.281   
672   289   290.562   
673   286   295.577   
674   289   299.48   
675   318   303.833   
676   318   308.187   
677   318   313.566   
678   318   318.351   
679   318   323.002   
680   318   327.41   
681   321   331.979   
682   350   337.417   
683   320   341.935   
684   351   345.405   
685   351   349.409   
686   352   354.574   
687   351   359.411   
688   352   363.482   
689   352   367.443   
690   383   372.233   
691   383   377.076   
692   383   381.652   
693   383   386.222   
694   385   390.981   
695   384   395.595   
696   414   400.778   
697   384   405.396   
698   415   408.796   
699   415   412.627   
700   415   417.597   
701   415   422.53   
702   417   426.723   
703   417   430.897   
704   416   435.592   
705   447   440.638   
706   446   444.835   
707   448   449.11   
708   448   454.198   
709   449   458.351   
710   449   463.321   
711   448   468.059   
712   479   471.652   
713   479   475.639   
714   479   480.36   
715   479   485.372   
716   481   490.073   
717   481   493.73   
718   481   497.834   
719   481   502.739   
720   511   507.503   
721   512   511.972   
722   511   515.884   
723   513   520.781   
724   512   525.97   
725   512   530.479   
726   512   533.905   
727   543   537.707   
728   543   543.001   
729   543   547.352   
730   543   551.62   
731   545   555.899   
732   574   559.909   
733   545   564.139   
734   574   568.748   
735   574   573.418   
736   577   578.012   
737   575   582.04   
738   576   586.149   
739   577   591.253   
740   577   596.024   
741   576   599.364   
742   607   603.017   
743   607   607.874   
744   608   612.637   
745   606   617.036   
746   609   620.773   
747   638   624.868   
748   638   629.734   
749   638   634.451   
750   639   638.921   
751   638   643.118   
752   639   647.418   
753   640   652.367   
754   640   657.336   
755   640   661.45   
756   671   664.351   
757   671   668.659   
758   671   673.596   
759   671   678.131   
760   672   682.672   
761   673   686.179   
762   702   690.107   
763   702   695.044   
764   702   700.034   
765   703   703.95   
766   705   708.209   
767   702   712.863   
768   704   717.571   
769   734   722.524   
770   704   726.143   
771   735   729.011   
772   735   732.981   
773   736   737.898   
774   736   742.743   
775   736   746.516   
776   766   750.154   
777   737   754.962   
778   766   759.293   
779   766   764.171   
780   769   768.348   
781   768   772.385   
782   766   776.716   
783   768   781.569   
784   769   786.445   
785   798   790.623   
786   768   793.117   
787   799   796.95   
788   799   801.863   
789   799   806.096   
790   831   810.478   
791   800   813.739   
792   830   817.905   
793   801   823.037   
794   801   826.81   
795   830   831.13   
796   831   835.21   
797   830   840.119   
798   833   844.3   
799   863   849.431   
800   862   853.581   
801   832   856.72   
802   864   859.769   
803   864   864.754   
804   864   869.201   
805   864   873.246   
806   864   876.798   
807   864   880.834   
808   865   885.499   
809   865   890.532   
810   897   894.248   
811   894   898.84   
812   897   902.152   
813   895   907.465   
814   926   911.878   
815   896   916.79   
816   896   919.707   
817   927   922.521   
818   928   926.961   
819   928   931.991   
820   927   936.335   
821   928   939.604   
822   959   943.047   
823   928   947.613   
824   958   952.109   
825   958   956.709   
826   961   960.593   
827   961   964.631   
828   961   969.036   
829   961   973.959   
830   960   978.751   
831   960   982.573   
832   991   984.594   
833   991   989.439   
834   992   993.622   
835   992   998.347   
836   992   1002.27   
837   1023   1005.24   
838   1023   1009.29   
839   1023   1014.17   
840   1022   1018.44   
841   1022   1022.44   
842   1022   1026.29   
843   1022   1031.01   
844   1025   1034.79   
845   1025   1039.78   
